iter	Passed	Remaining
225	66871	229020
226	67134	228611
227	67428	228309
228	67684	227880
229	67972	227560
230	68226	227127
231	68509	226791
232	68759	226344
233	68989	225836
234	69258	225459
235	69547	225146
236	69801	224719
237	70094	224421
238	70360	224033
239	70643	223704
240	70871	223200
241	71183	222962
242	71470	222645
243	71737	222268
244	72010	221909
245	72273	221521
246	72579	221264
247	72855	220917
248	73127	220557
249	73403	220210
250	73665	219821
251	73931	219448
252	74200	219081
253	74461	218692
254	74740	218358
255	74995	217954
256	75248	217545
257	75518	217188
258	75797	216857
259	76062	216484
260	76366	216226
261	76643	215889
262	76924	215563
263	77172	215147
264	77455	214828
265	77694	214388
266	77934	213955
267	78191	213567
268	78480	213267
269	78742	212895
270	79019	212566
271	79295	212233
272	79603	211985
273	79872	211633
274	80138	211274
275	80406	210920
276	80669	210555
277	80975	210303
278	81261	209997
279	81549	209698
280	81819	209352
281	82117	209080
282	82376	208706
283	82671	208424
284	82943	208086
285	83228	207780
286	83510	207467
287	83803	207181
288	84069	206827
289	84311	206418
290	84589	206095
291	84865	205770
292	85153	205473
293	85417	205117
294	85654	204699
295	85939	204396
296	86252	204160
297	86522	203822
298	86807	203517
299	87080	203188
300	87363	202879
301	87646	202573
302	87891	202178
303	88157	201834
304	88403	201444
305	88648	201053
306	88928	200741
307	89196	200403
308	89512	200170
309	89777	199827
310	90053	199507
311	90321	199170
312	90592	198840
313	90849	198480
314	91139	198192
315	91354	197741
316	91633	197431
317	91890	197072
318	92184	196794
319	92466	196491
320	92738	196165
321	92995	195811
322	93289	195531
323	93578	195243
324	93844	194908
325	94251	194864
326	94501	194492
327	94766	194156
328	95024	193804
329	95236	193359
330	95508	193037
331	95765	192683
332	96055	192399
333	96280	191983
334	96569	191698
335	96821	191338
336	97144	191118
337	97396	190757
338	97707	190514
339	97982	190201
340	98255	189882
341	98527	189564
342	98720	189094
343	98997	188785
344	99242	188417
345	99493	188060
346	99784	187779
347	100049	187449
348	100344	187175
349	100585	186801
350	100910	186583
351	101213	186324
352	101536	186102
353	101847	185856
354	102096	185499
355	102378	185201
356	102633	184854
357	102936	184596
358	103184	184237
359	103441	183895
360	103656	183481
361	103967	183235
362	104221	182890
363	104528	182637
364	104788	182302
365	105102	182062
366	105363	181730
367	105655	181451
368	105921	181129
369	106344	181072
370	106730	180952
371	107057	180731
372	107393	180525
373	107682	180238
374	108000	180000
375	108318	179762
376	108536	179358
377	108826	179074
378	109052	178684
379	109334	178388
380	109591	178050
381	109864	177738
382	110089	177350
383	110392	177087
384	110657	176764
385	110926	176448
386	111210	176155
387	111535	175926
388	111788	175585
389	112111	175353
390	112367	175017
391	112672	174757
392	112935	174432
393	113206	174120
394	113478	173808
395	113778	173540
396	114054	173236
397	114320	172916
398	114661	172711
399	114945	172418
400	115223	172116
401	115485	171792
402	115787	171525
403	116043	171192
404	116327	170900
405	116570	170549
406	116873	170284
407	117131	169955
408	117537	169840
409	117839	169574
410	118211	169408
411	118525	169158
412	118792	168840
413	119133	168628
414	119387	168293
415	119701	168041
416	119959	167713
417	120259	167442
418	120536	167140
419	120796	166814
420	121194	166678
421	121483	166392
422	121747	166072
423	122016	165758
424	122363	165550
425	122628	165231
426	122908	164933
427	123163	164601
428	123459	164324
429	123716	163995
430	124006	163711
431	124271	163393
432	124594	163152
433	124923	162918
434	125188	162601
435	125454	162285
436	125810	162084
437	126068	161759
438	126359	161475
439	126668	161214
440	126946	160914
441	127264	160664
442	127520	160335
443	127816	160057
444	128073	159732
445	128372	159457
446	128630	159132
447	128957	158894
448	129211	158564
449	129505	158283
450	129762	157958
451	130062	157686
452	130312	157352
453	130596	157060
454	130845	156727
455	131147	156456
456	131421	156152
457	131735	155896
458	132189	155805
459	132558	155611
460	132948	155442
461	133281	155206
462	133538	154881
463	133833	154600
464	134088	154273
465	134415	154030
466	134673	153706
467	135006	153469
468	135267	153149
469	135600	152911
470	135885	152618
471	136147	152300
472	136460	152039
473	136710	151707
474	136996	151417
475	137247	151087
476	137572	150839
477	137824	150511
478	138113	150223
479	138373	149904
480	138670	149625
481	138928	149305
482	139209	149008
483	139480	148702
484	139808	148456
485	140085	148156
486	140369	147863
487	140621	147537
488	141079	147427
489	141330	147098
490	141618	146809
491	141868	146482
492	142172	146209
493	142422	145882
494	142753	145637
495	143013	145320
496	143324	145054
497	143599	144752
498	143880	144456
499	144155	144155
500	144459	143883
501	144757	143603
502	145021	143291
503	145347	143040
504	145599	142716
505	145891	142431
506	146138	142103
507	146448	141835
508	146697	141509
509	146980	141216
510	147241	140902
511	147554	140638
512	147815	140323
513	148103	140035
514	148358	139715
515	148712	139490
516	148982	139185
517	149286	138911
518	149544	138595
519	149856	138328
520	150132	138029
521	150440	137759
522	150731	137474
523	151007	137174
524	151290	136881
525	151558	136575
526	151898	136334
527	152176	136036
528	152473	135755
529	152732	135441
530	153053	135182
531	153326	134881
532	153612	134591
533	153877	134282
534	154209	134032
535	154475	133725
536	154767	133439
537	155036	133135
538	155358	132875
539	155632	132576
540	155926	132292
541	156210	132000
542	156528	131737
543	156817	131450
544	157092	131150
545	157431	130904
546	157691	130592
547	158038	130353
548	158309	130050
549	158757	129892
550	159029	129590
551	159328	129310
552	159630	129032
553	160038	128839
554	160463	128659
555	160913	128499
556	161211	128216
557	161538	127957
558	161816	127658
559	162195	127439
560	162462	127132
561	162781	126865
562	163102	126599
563	163370	126293
564	163676	126016
565	163949	125713
566	164272	125449
567	164558	125157
568	164894	124902
569	165145	124583
570	165468	124318
571	165756	124027
572	166028	123724
573	166384	123483
574	166640	123168
575	166906	122861
576	167185	122564
577	167507	122297
578	167766	121985
579	168099	121727
580	168359	121416
581	168726	121181
582	169067	120928
583	169383	120656
584	169793	120452
585	170131	120195
586	170519	119973
587	170927	119765
588	171397	119599
589	171771	119366
590	172178	119155
591	172476	118869
592	172759	118571
593	173219	118395
594	173489	118089
595	173817	117822
596	174146	117556
597	174506	117310
598	174792	117014
599	175066	116711
600	175465	116490
601	175823	116241
602	176208	116010
603	176598	115782
604	176922	115511
605	177257	115246
606	177593	114982
607	177983	114752
608	178365	114517
609	178734	114272
610	179060	114001
611	179391	113731
612	179665	113426
613	180006	113163
614	180270	112852
615	180554	112553
616	180817	112241
617	181153	111975
618	181413	111661
619	181744	111391
620	182089	111130
621	182437	110870
622	182788	110612
623	183089	110323
624	183439	110063
625	183698	109749
626	183945	109428
627	184209	109117
628	184613	108889
629	184950	108621
630	185271	108344
631	185647	108098
632	186124	107910
633	186468	107646
634	186825	107388
635	187107	107086
636	187438	106813
637	187814	106565
638	188097	106264
639	188484	106022
640	188787	105732
641	189228	105520
642	189492	105207
643	189789	104914
644	190159	104661
645	190536	104411
646	190832	104117
647	191128	103822
648	191443	103538
649	191727	103238
650	191978	102919
651	192223	102598
652	192529	102308
653	192759	101980
654	193019	101667
655	193262	101344
656	193536	101039
657	193833	100746
658	194094	100434
659	194344	100116
660	194586	99795
661	194902	99511
662	195170	99204
663	195419	98887
664	195656	98563
665	195975	98282
666	196257	97981
667	196514	97668
668	196800	97370
669	197160	97108
670	197424	96799
671	197730	96511
672	198142	96274
673	198399	95961
674	198741	95690
675	199018	95387
676	199354	95112
677	199643	94816
678	199926	94515
679	200244	94232
680	200543	93940
681	200807	93631
682	201107	93339
683	201420	93053
684	201692	92748
685	201973	92448
686	202245	92143
687	202723	91932
688	202978	91620
689	203246	91313
690	203500	91000
691	203900	90753
692	204212	90466
693	204612	90218
694	205018	89972
695	205379	89706
696	205703	89423
697	206007	89132
698	206306	88838
699	206553	88522
700	206832	88221
701	207170	87944
702	207445	87640
703	207711	87333
704	207982	87027
705	208234	86715
706	208543	86426
707	208854	86137
708	209092	85819
709	209319	85496
710	209658	85219
711	209899	84903
712	210132	84583
713	210358	84261
714	210697	83984
715	210932	83666
716	211161	83345
717	211391	83025
718	211716	82743
719	211946	82423
720	212178	82105
721	212409	81786
722	212644	81469
723	213106	81239
724	213332	80919
725	213569	80603
726	213823	80294
727	214142	80009
728	214385	79695
729	214633	79385
730	214888	79076
731	215194	78787
732	215420	78468
733	215650	78151
734	215945	77858
735	216186	77545
736	216507	77261
737	216767	76955
738	217053	76658
739	217324	76357
740	217700	76092
741	217939	75779
742	218182	75468
743	218415	75153
744	218781	74884
745	219021	74573
746	219254	74259
747	219488	73945
748	219861	73678
749	220093	73364
750	220329	73052
751	220597	72750
752	220911	72463
753	221199	72168
754	221479	71870
755	221769	71576
756	222227	71335
757	222592	71065
758	223142	70852
759	223727	70650
760	224008	70352
761	224369	70078
762	224816	69831
763	225137	69545
764	225424	69248
765	225844	68991
766	226186	68711
767	226524	68429
768	227000	68188
769	227252	67880
770	227503	67572
771	227758	67265
772	228098	66983
773	228330	66670
774	228562	66356
775	228816	66050
776	229145	65764
777	229376	65451
778	229636	65147
779	229930	64852
780	230247	64563
781	230487	64253
782	230771	63955
783	231035	63652
784	231356	63365
785	231631	63064
786	231865	62754
787	232096	62442
788	232339	62133
789	232681	61851
790	232926	61544
791	233171	61236
792	233412	60928
793	233846	60670
794	234102	60365
795	234344	60058
796	234588	59750
797	234872	59454
798	235158	59157
799	235419	58854
800	235655	58546
801	235972	58257
802	236276	57965
803	236510	57656
804	236766	57353
805	237004	57045
806	237334	56760
807	237570	56452
808	237816	56146
809	238049	55838
810	238368	55550
811	238641	55252
812	238875	54944
813	239110	54637
814	239369	54335
815	239673	54044
816	239903	53735
817	240137	53429
818	240362	53120
819	240680	52832
820	240919	52526
821	241169	52224
822	241396	51916
823	241659	51616
824	242004	51334
825	242241	51028
826	242469	50722
827	242710	50418
828	243033	50131
829	243262	49824
830	243495	49519
831	243739	49216
832	244076	48932
833	244308	48627
834	244537	48321
835	244799	48022
836	245051	47722
837	245363	47433
838	245598	47129
839	245850	46828
840	246088	46525
841	246535	46262
842	246831	45969
843	247065	45666
844	247291	45361
845	247608	45072
846	247862	44773
847	248149	44479
848	248399	44179
849	248744	43896
850	249071	43609
851	249313	43308
852	249564	43008
853	249948	42731
854	250225	42435
855	250519	42143
856	250825	41852
857	251236	41579
858	251555	41291
859	251966	41017
860	252432	40752
861	252869	40482
862	253206	40196
863	253566	39913
864	253906	39627
865	254140	39324
866	254403	39026
867	254871	38759
868	255111	38457
869	255367	38158
870	255592	37854
871	255942	37569
872	256182	37268
873	256429	36968
874	256667	36666
875	257017	36381
876	257250	36079
877	257478	35777
878	257722	35477
879	257969	35177
880	258306	34890
881	258548	34590
882	258800	34291
883	259034	33990
884	259372	33703
885	259644	33408
886	259918	33112
887	260174	32814
888	260513	32527
889	260774	32230
890	261034	31933
891	261320	31639
892	261667	31353
893	261912	31054
894	262159	30756
895	262388	30455
896	262750	30170
897	263076	29881
898	263330	29584
899	263566	29285
900	264032	29011
901	264277	28713
902	264598	28423
903	264895	28130
904	265292	27848
905	265537	27550
906	265824	27256
907	266061	26957
908	266415	26670
909	266688	26375
910	266930	26077
911	267187	25781
912	267540	25494
913	267798	25197
914	268077	24903
915	268337	24607
916	268721	24322
917	269002	24028
918	269276	23733
919	269498	23434
920	269837	23145
921	270094	22849
922	270340	22552
923	270570	22254
924	270803	21957
925	271135	21667
926	271361	21369
927	271585	21071
928	271868	20777
929	272207	20488
930	272447	20192
931	272698	19896
932	272935	19599
933	273385	19318
934	273642	19023
935	273873	18726
936	274114	18430
937	274348	18133
938	274683	17844
939	274912	17547
940	275148	17251
941	275376	16955
942	275718	16665
943	275976	16371
944	276204	16075
945	276422	15778
946	276650	15483
947	276989	15193
948	277220	14898
949	277445	14602
950	277672	14306
951	278023	14018
952	278267	13723
953	278492	13428
954	278787	13136
955	279031	12842
956	279351	12551
957	279583	12257
958	279830	11963
959	280069	11669
960	280523	11384
961	280758	11090
962	280989	10796
963	281216	10501
964	281464	10208
965	281789	9918
966	282024	9624
967	282262	9330
968	282482	9037
969	282821	8747
970	283063	8453
971	283295	8160
972	283534	7867
973	283803	7575
974	284132	7285
975	284360	6992
976	284589	6699
977	284878	6408
978	285210	6117
979	285439	5825
980	285715	5533
981	285956	5241
982	286292	4951
983	286524	4658
984	286778	4367
985	287012	4075
986	287243	3783
987	287603	3493
988	287828	3201
989	288076	2909
990	288318	2618
991	288797	2329
992	289031	2037
993	289268	1746
994	289531	1454
995	289868	1164
996	290107	872
997	290341	581
998	290569	290
999	290923	0
